event_date,event_type,sub_event_type,actor1,actor2,interaction,admin1,fatalities
2021-03-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-22,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-North,0
2021-03-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-22,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Kachin,0
2021-03-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-03-22,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Sagaing,0
2021-03-22,Strategic developments,Other,Civilians (Myanmar),,70,Ayeyarwady,0
2021-03-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-22,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayin,0
2021-03-22,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-03-22,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Yangon,0
2021-03-22,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-21,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Nay Pyi Taw,0
2021-03-21,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-03-21,Strategic developments,Other,Civilians (Myanmar),,70,Shan-North,0
2021-03-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),16,Ayeyarwady,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-21,Strategic developments,Other,Civilians (Myanmar),,70,Mandalay,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Nay Pyi Taw,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,3
2021-03-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Magway,1
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Ayeyarwady,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Nay Pyi Taw,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-South,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-North,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-21,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-03-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-20,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-20,Strategic developments,Other,Civilians (Myanmar),,70,Shan-South,0
2021-03-20,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-03-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Ayeyarwady,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-20,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,1
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-20,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Nay Pyi Taw,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-20,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Bago-East,2
2021-03-20,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,1
2021-03-20,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Kayin,0
2021-03-20,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Kachin,0
2021-03-20,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),16,Yangon,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Ayeyarwady,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-20,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-20,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Magway,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-20,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-03-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-03-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-03-19,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-03-19,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Yangon,0
2021-03-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-East,0
2021-03-19,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-03-19,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2021-03-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Australia),17,Yangon,0
2021-03-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Nay Pyi Taw,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-19,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-South,9
2021-03-19,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Magway,1
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-03-19,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-19,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,1
2021-03-19,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Kayah,1
2021-03-19,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-South,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-19,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Sagaing,0
2021-03-19,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),16,Shan-North,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-19,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-03-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-03-18,Strategic developments,Other,Civilians (Myanmar),,70,Kayin,0
2021-03-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-03-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-18,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),,10,Mon,0
2021-03-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-03-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-18,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-03-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-18,Strategic developments,Other,Civilians (Myanmar),,70,Shan-South,0
2021-03-18,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-03-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-18,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Tanintharyi,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-03-18,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-South,0
2021-03-18,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Kayin,0
2021-03-18,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Kayah,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-03-18,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-18,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-03-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-17,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Shan-South,0
2021-03-17,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Shan-South,0
2021-03-17,Strategic developments,Other,Government of Myanmar (2016-),,10,Nay Pyi Taw,0
2021-03-17,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,0
2021-03-17,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-North,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-17,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-South,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Nay Pyi Taw,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2021-03-17,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-17,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Sagaing,4
2021-03-17,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-South,0
2021-03-17,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-South,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-03-17,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayah,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Ayeyarwady,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-17,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),16,Kachin,0
2021-03-17,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-03-16,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-03-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-03-16,Strategic developments,Change to group/activity,NA-B: Northern Alliance,,20,Shan-North,0
2021-03-16,Strategic developments,Other,Civilians (Myanmar),,70,Kayin,0
2021-03-16,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Magway,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-16,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),16,Mandalay,0
2021-03-16,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-16,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-16,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Sagaing,1
2021-03-16,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,1
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-03-16,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Sagaing,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-South,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Kayah,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-16,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-South,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-16,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,6
2021-03-16,Strategic developments,Other,Civilians (Myanmar),,70,Yangon,0
2021-03-16,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-16,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-03-16,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-16,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,1
2021-03-16,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-03-15,Strategic developments,Other,Civilians (Myanmar),,70,Chin,0
2021-03-15,Strategic developments,Headquarters or base established,Military Forces of Myanmar (2021-),,10,Mandalay,0
2021-03-15,Strategic developments,Other,Civilians (Myanmar),,70,Kachin,0
2021-03-15,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-North,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Ayeyarwady,0
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,0
2021-03-15,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-North,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,4
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Magway,1
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Shan-South,1
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,1
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,1
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Bago-West,1
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,7
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-03-15,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-03-15,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,3
2021-03-15,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Chin,0
2021-03-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
